input,output
"turb"" the board as little as possible, typically
by trying to flip only one disc, preferably an
interior one. These types of moves are called
quiet moves.
Othello expert Arnold Kling has gone one
step further and defined the ""perfectly quiet
move"" (PQM): a move that creates only one
new frontier (1.e. perimeter) disc — the one
used to make the move. An example of a
Othello: Brief & Basic
OO
OO
Oe
e
OOO
oOo -— mm Oo & HW
Diagram 52: Black to move
fan ""inverted"" chimney)
CO
@OCe
OO®@
®
oO —) om (nh & Ww
Diagram 33; Black to move
1
ee
ee >
i
oOo “a om OM & tw bo
Diagram 34: Black to mowe
25
oOo -— om UW & fH hh
oOo -— mm Oh & Wo hd
26
h PQM is the move to d3 in Diagram 54. It is
the only PQM that Black currently has avail-
able. PQMs help to keep your frontier disc
count low as well as keep your discs com-
pact and centrally located (both desirable
() goals as the opening progresses). The major-
ity of moves in most openings can be under-
stood in terms of taking a PQM, setting up to
take a PQM (set-up or offensive move), or
blocking your opponent from taking a PQM
(block or defensive move).
Examples of both a set-up and a block are
in Diagram 55. Here a Black move to d3
sets-up a PQM to f5 on Black's next turn.
White may block this by going to c2 (deny-
ing Black access to f5). Black is likely to
Diagram 55: Black to move continue with still another set-up to d2, re-
establishing access to f5. Another type of
set-up is possible in Diagram 54: note that f6
Question: What is probably true about Arnold Kling?
===
The answer to the above question is",He is an expert at Othello
"Read the following context and answer the question.
Context: establishing access to f5. Another type of
set-up is possible in Diagram 54: note that f6
abe de would be a PQM for Black if the White disc
at e6 was Black. Black can accomplish this
by going to d7, for example, setting up a
POM at f6 for his next turn (which White
might try temporarily to block by going to
c3!). PQMs are so powerful that moves that
would normally not be desirable become
good if they can set-up or block a PQM. For
example, in Diagram 56, a White move 18 to
e6 is preferable to 18. £3, because the f3
move allows Black to continue with 19. e6 (a
PQM). Similarly, after 18. e6, Black may
C) continue with 19. dl, a move whose major
virtue is that it sets-up a PQM at b6. To
block this PQM, White is likely to follow
Diagram 56: White to move with a4 (poisoning the b6 move). One further
implication of all this is that you should al-
most always avoid moves that create a PQM
for your opponent where one previously did not exist. Otherwise you give your oppo-
nent a very easy decision for his next move (i.e. a reflex move): he takes the PQM!
(Note the similarity of all these principles to the more general discussion of blocking
techniques covered in Point #11).
Not all opening moves revolve around PQMs. An opening move may be desirable
because it cuts across the center and re-establishes a compact central cluster of discs
(perhaps leaving the opponent scattered about the frontier as well). Such moves may be
Question: What is the name of the game being discussed?
Answer:",not enough information
"(perhaps leaving the opponent scattered about the frontier as well). Such moves may be
advised even though they typically flip more discs than conventional evaporation strate-
gy would recommend (e.g. checkerboarding, as discussed in Point #13). Also moves
that just flip one or two frontier discs (typically called waiting moves) are occasionally
desirable. For example, note moves 8, 9, and 10 of the Tanida Opening (see Diagram
51). These moves can be good because they generally avoid setting-up PQMs for your
opponent and may initiate a process of running your opponent out of moves. However,
they risk interfering with getting control of the center and may even help your opponent
to do so (see also Points #13 and #16 for more on these topics).
Finally, a comment on two commonly held beliefs about openings: 1) Black has the
advantage in the opening. This is difficult to prove, but seems to be true. In particular,
all other things equal, Black seems to have an easier time maintaining control of the
center and a lower disc count than does White. 2) You should not move out of the
O
, Je)
Oe
Cee
OOO
eee
eee
O
e
O
O
O
O
O
®
O
O
Othello: Brief & Basic
""sweet sixteen"" (the central sixteen squares) until forced to do so. This is not sound ad-
vice. While an attempt to control the center often results in most initial moves staying
within the sweet sixteen, there are many cases when an early move towards the edge
According to the above context, answer the following question.
How long is it likely to take to learn the game of Othello?",a few months
"Read the following context and answer the question.
Context: within the sweet sixteen, there are many cases when an early move towards the edge
works very well (e.g. the Heath Opening mentioned in Points #14 & #16 is an exam-
ple).
16. Midgame Strategy: Patterns
We have already discussed a great deal about midgame strategy. Evaporation, unbal-
anced edges, tempo gains etc. all have their greatest relevance in the midgame. Howev-
er, in an actual game, it may not always be easy to apply these principles. Once again,
we return to the issue of how to determine a ""good move."" In many cases, a global view
of the midgame can assist in your decision making. This can be best achieved by view-
ing the board position as one of several possible patterns. Not all midgames will fit one
of these patterns, but many of them will. Some patterns are ""even"" — others are one-
sided. In either case, recognizing the pattern can be a guide as to what move to make
next. But be especially careful: these patterns are transient! One or two moves can
transform the board from one type of pattern to another. In fact, the major goal of cer-
tain moves may be to effect a change to a more favorable pattern.
The Sandwich. This describes a pattern
where one player's pieces are surrounded on
two sides by opponent's pieces (see Dia- 1
gram 57). This is a one-sided position: the
player with the inside position (Black in Di-
agram 57) is generally considered to be
ahead. If he can get White to surround him
on more than two sides, he will be firmly in
Question: What is probably true about the author?
Answer:",he is an expert on chess
"ahead. If he can get White to surround him
on more than two sides, he will be firmly in
control of the game and on his way to forc-
ing a win. In Diagram 57, Black is likely to
take the PQM at b6, maintaining the sand-
wich. Typically, White's best strategy here
is to make waiting type moves, squeezing
out every last option for a move, hoping to
force Black out of the sandwich before the
situation becomes hopeless. In this case,
White may go to b3, which leaves Black  Uiagram 37: Black to move
without an obvious next move. Note that
White would be in much worse shape if it
was his turn in Diagram 57, since any move ab cd ie f g_ih
only further erodes his position. Of course,
against a good player, don't expect to find
yourself on the inside of a sandwich too of-
ten. The next two patterns will occur far
more often.
4 b
fm
ar
eee i Oe)
oe i Seer
oe je Xe,
QOCee@ocr
Oo a om th & Wo hy
The X Pattern. Here, each player's piec-
es are located along a diagonal stripe, so
that the overall position resembles an X
(with each player having one line of the X)
(see Diagram 58). This is an even position,
so each player will generally attempt to
maintain the X, hoping to force the other
player into a move that erodes the position.
Most ""maintenance"" moves in this position
involve flipping the interior central pieces
Oe
oe
ee
O@
OO
O
O
oe
e
O
OO
Diagram 30; White to move
oOo a mm Om & WH
Othello: Brief & Basic 27
Oo a om Ch & Wo ho
Oo a om UO fF Wo ht
28
According to the above context, answer the following question.
The author believes that:",the X pattern is a difficult one to win
"Read the following context and answer the question.
Context: oOo a mm Om & WH
Othello: Brief & Basic 27
Oo a om Ch & Wo ho
Oo a om UO fF Wo ht
28
back and forth, and only minimally disturbing the periphery. Aside from such moves
being good from a general perspective (e.g. avoiding walls, flipping few frontier discs
etc.), bisecting your opponent's pieces tends to shift the X position towards a favorable
sandwich position. The opponent must do his best to counteract this on his next turn.
Thus (in Diagram 58) White is liklely to go to g6, while Black is likely to continue with
c7. If neither player gets a clear advantage, the outcome will be decided in the endgame,
after the edges start to fill up (and the X-pattern typically begins to look more like a
cross pattern).
[A slight digression: White might possibly choose to go to c7 rather than g6, taking
away Black's expected c7 response. This would pressure Black to consider a move to
d1, blocking (at least temporarily) White's ability to take g6 on his next move. This rap-
idly develops into a very different type of game than if White had started with g6.]
The Double Wall. Despite the admonition against forming walls, a wall can be de-
sirable if it pressures your opponent to form one as well. This leads to a double wall (Di-
agram 59). This is generally an even position, at least as long as the double wall is main-
tained. The goal, of course, is to get your opponent to break across and erode your wall
before you must do so to his wall. This typically requires making waiting type moves
Question: What is probably true about the author?
Answer:",They are an expert at chess
"Read the following article and answer the question.
Article: before you must do so to his wall. This typically requires making waiting type moves
(using up as few options as possible with each move), creating an ever more extensive
wall as you do so. Thus, White may go to e7,
h with Black continuing to e8 (not f8, which
allows a d8 response by White), each player
moving so as to extend his own wall.
The risk here is that, if you fail in your
goal, you may quickly find yourself in a
hopeless position. So sometimes, if you can
perceive that you will lose the double wall
battle, it pays to cut across your opponent's
wall immediately. Typically, you would try
to cut through the wall in a way that mini-
mizes your opponent's gain in options, while
attempting to shift towards a favorable sand-
wich position. Thus, after White e7, a Black
move to g3 has considerable merit: the only
new safe move it gives White is h4.
. . In contrast, an isolated piece behind your
Diagram 59: White to move opponent's side of a double wall, more typi-
cally will create trouble for you. It tends to
poison otherwise good moves, and may pro-
vide your opponent with an important op-
tion, when all others have disappeared.
Therefore, good players typically avoid flip-
ping such isolated discs unless no other vi-
able moves remain (or unless doing so forces
your opponent into making a even poorer
move). For example, imagine White moved
to b4 in Diagram 59, to which Black fol-
lowed with b3 (resulting position in Diagram
60). This was not a desirable way for White
Question: The passage is written for   _  .
Answer:",players of go
"lowed with b3 (resulting position in Diagram
60). This was not a desirable way for White
to break across Black's wall. The isolated
White disc at b4 now poisons White's poten-
tial e7 move (c5 and d6 would get flipped),
as well as providing Black with a guaranteed
safe move whenever he needs it. Finally,
Diagram 60: White to move Black's potential g3 response seems even
stronger here, shifting the pattern more to-
4a ob qd so«6
pm
. 1
. 1
oe
i 1)
oe
ees
eeeee0@:
eeeeeee,
Tn
ar
eo
O
©
©
®
ees
QOOOOCIOI
C
©
Othello: Brief & Basic
wards a sandwich pattern. a boc doef g oh
The Edge Double Wall. This is a special 1
pattern that seems to contradict much of the
conventional wisdom of Othello. In particu-
lar, one player (called the initiating player)
typically gives up control of the center, go-
ing to the edge early and often. The result is
frequently a sort of double wall, except one
player (the initiator of the pattern) typically
has his wall along two edges, while the op-
ponent's pieces are all in the interior of the
board (see Diagram 61). In such a position, ry
the player with the edge pieces is said to try
to ""creep along the edge"" (i.c. take a series ry  )
of contiguous edge moves while keeping his
opponent off the edges; also see Diagram Diagram 61: Blac
11). If successful, the initiating player soon
runs the opponent out of safe moves (.e. op-
tions are being limited by the fact that you
can't flip past an edge), and the opponent will
According to the above context, answer the following question.
What is probably true about the author?",he is very knowledgeable about Othello
"Read the following context and answer the question.
Context: tions are being limited by the fact that you
can't flip past an edge), and the opponent will
be forced to concede a corner. Thus, in Dia- 1
gram 61, Black goes to h7, leaving White
with only one safe move at c7. Black then
continues with c8, and White is forced to
concede a comer (and probably the game).
However, this ""creeping"" strategy carries
extreme risks: if the opponent can hold on,
without running out of options, until the mid-
game (or even later), the initiating player's
long edge walls and lack of central discs will
collapse on him as his opponent's more con-
ventional advantages finally turn the tide.
Thus, in Diagram 62, Black failed in his
edge double wall attempt. He must now start
making moves across White's wall, giving Diagram 62: Black to move
White new safe moves, and greatly deterio-
rating Black's position. As alluded to in
Points #14 and #15, the Heath opening (because of its early exit from the sweet six-
teen) is noted for Black initiating an edge double wall.
O
ee
oe
OO
©
®
®
©
eo | we
Lee ee
oOo -— mm Oo & HW
to move
=
Oo som th f& WwW hi
Checkerboards. Though checkerboarding patterns (see Point #13) are most fre-
quently seen in the opening, they may occasionally persist to the midgame. Here, the in-
itiating player is usually the one who attempts to keep the opponent scattered around the
periphery (checkerboarded). Ironically, in the midgame, it is typically the initiator who
Question: Who is the narrator?
Answer:",not enough information
"periphery (checkerboarded). Ironically, in the midgame, it is typically the initiator who
will go on to lose the game. This is because it is usually too difficult to force the check-
erboarded player into a game-losing move before the initiator's position hopelessly de-
teriorates. Thus, the midgame checkerboard is usually reserved for desperate positions,
where all other options seem even worse.
In summary, while all these patterns hold true to many of the basic concepts of
Othello strategy discussed previously, the exact subgoals can vary dramatically from
pattern to pattern. In addition, within a pattern, the correct subgoal may vary depending
upon whether you are on the offensive (e.g. initiator) or defensive side of the pattern.
Knowing how to handle each type of pattern is critical to successful midgame play.
Othello: Brief & Basic 29
Summary & Preview
The previous sections covered material ranging from the most basic principles of con-
trol, mobility, and corner sacrifices — to discussions of tempo and access -- to finally an ex-
amination of strategy specific to the opening and midgame. The next sections now tackle
some of the most difficult topics in all of Othello: endgame and edge play. These areas,
while building upon the general principles we have already developed, require an under-
standing of some new concepts that are specific to these particular phases of the game. Un-
avoidably, the material to follow tends to be more technical than i most of the previous
Question: What is the main idea of the passage?
===
The answer to the above question is",Othello strategy
"Read the following article and answer the question.
Article: avoidably, the material to follow tends to be more technical than i most of the previous
sections. While the level of explanation hopefully remains basic, the principles discussed
are more advanced. The importance of setting up the diagrams on a board 1s, if possible,
even greater here than in previous parts.
Oo a om Of & Wo bh
30
17. The Endgame: The Final Count
Previous sections have emphasized the principle of evaporation: how the best move
of the game is often the one that flips the least amount of discs (see Points #1-#5 for re-
view). But clearly, this has to come to an end at some point - after all the objective of
Othello is to finish the game with the most
fa h amount of discs. So now, we have arrived at
our discussion of the endgame. Clearly, with
OW only a few moves left, now is the time to go
for broke and flip as many discs as you can,
 S right? Well, it's almost right. The idea is not
necessarily to flip the most amount of discs
on each turn, but to flip the most amount of
discs relative to your opponent. The differ-
ence can be seen in Diagram 63. Here it is
Black to play at move 59. The move to the
h1 corner flips 8 discs while the alternative
move to h2 only flips 2 discs. But even at
this late stage of the game, assuming that
this makes hl the better move for Black
eco) oe
OOOO ee Nine uke meet mn Ar
Diagram 63: Black to move ter hl, White goes to h2, flipping 10 discs
and winning the game 33-31. If Black had
gone to h2 mstead of hl, White then takes
Question: The author's purpose in writing the book is to   _  .
Answer:",teach the reader how to play Othello
"and winning the game 33-31. If Black had
gone to h2 mstead of hl, White then takes
h1, flipping only 1 disc, and Black wins 34-30. Clearly what is needed is an ability to
count the position: determine the net gain or loss of discs for all the remaining possible
sequence of moves.
There are many possible ways to count discs, and even the experts disagree as to the
best way. Here, I will present one method of counting that could have guided you to the
best move in Diagram 63. Consider first the hl move: Black flips eight discs (+8) and in
addition places down 1 new disc (+1) for a gain of +9 (1.e. 8 +1). White continues by
flipping 10 black discs back to white for a loss (for Black) of —10. The result is (+9) + GC
10) = -1, or a net loss of 1 disc for Black. Compare this to the result if Black takes h2
first: Now Black flips 2 discs plus adds a new disc to the board (+3), while White flips
only 1 black disc when he goes to h1 (-1) for a net result of (+3) + 1) = +2. Since +2 is
a better final result than —1, then h2 is a better move for Black than h1.
Clearly, with more moves remaining (and with more choices at each move and discs
possibly getting flipped back and forth several times before the game is over), determin-
ing the best move by counting can be extremely difficult, if not impossible. This 1s what
makes the endgame such a humbling experience for human Othello players. Computers
are typically capable of taking a position anywhere from up to 16 moves from the end
e
®e
O
Question: What is the name of the game the author is discussing?
===
The answer to the above question is",Othello
"Read the following context and answer the question.
Context: are typically capable of taking a position anywhere from up to 16 moves from the end
e
®e
O
Cle
ClO
60
O}
OJ
C]
eVlee@Ve”|
OO
Oe
. 12
IO
ClO
Ce
oe
eeeeeooe:-
QO@CO@ eC!
Othello: Brief & Basic
of the game, analyzing all possible permutations in a relatively brief amount of time, de-
termining all final disc counts, and picking the move that guarantees the highest possi-
ble disc count against best possible play (.e. the perfect play sequence). Essentially,
the computer is no longer using any of the heuristic strategies 1t must employ earlier in
the game. It simply uses the final disc count to determine its best move. If humans could
do this as well (in the time constraints of a tournament and without being permitted to
write down anything!) then this would be the recommended strategy for human players.
But humans can rarely count out a game with more than 5 moves left, and even then the
count is usually incomplete, limited only to those sequences the player thinks are most
likely to occur. So, we humans have to rely on strategic generalizations to help us
through most of the endgame (see also Point #18). But, whenever feasible, counting
should be attempted.
For example, in Diagram 64, though there are just three moves left, only careful
counting is likely to reveal the best move. The current score is Black(35)—White(26).
White can choose from any of the three remaining squares for his next move. Taking
Question: What does the computer use to determine the best move?
Answer:",The final disc count
"Read the following article and answer the question.
Article: White can choose from any of the three remaining squares for his next move. Taking
the hl corner immediately may initially seem attractive. Indeed, if Black follows with
h2, White goes to g1 and wins 34-30 (e.g. +3-3+8 = +8). But h2 is not Black's best re-
sponse and White should not count on Black going there. If Black goes to g1 instead,
White finishes with h2 and loses 31-33 (+3-—
5+7 = +5). If White chooses h2 initially,
Black must pass. White's best continuation
turns out to be g1(!), but after Black finishes
with h1, it still only nets White a tie (+6+7-7
= +6). Only an initial move to g1 guarantees
a win for White. Black's best response is h1,
leaving h2 for White and a 33-31 win (+7—
7+7 = +7). In this case, where strategic gen-
eralizations offered little help, correct count-
ing was critical: it meant the difference be-
tween victory and defeat.
Of course, in many endgame positions,
especially by the time you get to the last 3
moves, your best move (or at least a sure
winning move) will be self-evident. Count-
ing is not absolutely necessary in these cas-
es. Similarly, some possible sequences are
so obviously foolish that we usually need
not consider (or count) them. Still, in close
games when the best move is not obvious, or
anytime when you need to be certain of the
final result, there is no substitute for an accu-
rate count.
Sometimes, even an approximate count
can indicate the correct choice of moves. For
example, in Diagram 65, Black's two choic-
Question: If White chooses h2 initially,   _  .
Answer:",he will lose
"can indicate the correct choice of moves. For
example, in Diagram 65, Black's two choic-
es seen approximately equal at first glance.
In both cases, Black flips just one disc (b2)
and White's final move flips 5 edge discs.
Therefore, determining the better move will
depend entirely on the number of interior
discs White flips. If Black takes b1, then
White-a2 flips only 3 interior discs (b2, b3,
and c2). If Black instead takes a2, White-b1
flips more than 3 interior discs (6 discs to be
precise: b2, b3, c2, d3, e4, and f5). Thus,
even without an exact count, it becomes
Oo som th & Wo hi
oOo a mm Om & WH
Diagram 65: Black to mow
1m
Othello: Brief & Basic 31
cod ef q
eeoee
eee
OOO
QO@O
QO@O
eeeee
eeeee
QOOOOO
Diagram 66: Black to move
oOo -— om UW & fH hh
cr 39)
eee
jeeeorno
leeneee
eo ee
i esese
jeooeee
Diagram 67
6 el 1S
©
©
®@
a
fm
ar
SPO @OOIO|
“100 O00”:
e
O
OOO OOOO
2@CIOOOOOIC
oc
o
oo
=
32
clear that b1 is Black's better move. In fact,
after b1, Black wins 33-31, while after a2,
Black loses 30-34.
Interior Sweeps. Another endgame tech-
nique, closely related to counting, often oc-
curs after one player has already clearly won
the game. It is now mostly a case of how to
maximize the final disc count. If there are
too many moves remaining for a thorough
count, players may still take advantage of
opportunities for ""interior sweeps."" While
complete coverage of the details of this tech-
nique are beyond the scope of this Hand-
book, we will show three (hopefully instruc-
Question: How long did it probably take the author to write this book?
===
The answer to the above question is",a few months
"nique are beyond the scope of this Hand-
book, we will show three (hopefully instruc-
tive) examples of the basic principle. In
Diagram 66, with correct play, Black can
systematically sweep White off the board
and achieve a 64-0 victory. Black's goals are
twofold: develop solid ""masses"" of stable
discs while continuing to minimize White's
options. Black's initial move should be to d2;
White is then forced to respond with b1, and
play continues with: a1, pass; c2, c3; b3, b2;
a2, a3; c4, b4; a4, pass; c5, b5; a5, pass; b6,
pass; b7, a6; a7, pass; a8. Play out this se-
quence yourself, and note especially how the
exact sequence of the first few moves is criti-
cal to accomplish the necessary move limita-
tion. For example, playing a8, instead of d2,
for the first move will result in later moves
flipping unwanted discs, opening up new
choices for White and preventing the ""wipe-
out.""
Not all interior sweeps lead to ""wipe-out""
victories. In some cases, an effective interior
sweep can even be accomplished by sacrific-
ing a corner (and perhaps an adjacent edge
as well). In fact, in these next two examples,
Black sacrifices a corner in preference to
taking it! These sequences reveal a elegance
in strategy that contrasts to the often effec-
tive but ""brute force"" approach of taking the
comer. Thus, in Diagram 67, note how
Black's moves 39 and 41 cleared White al-
most entirely out of the western half of the
board, creating a mass of stable discs in that
According to the above context, answer the following question.
After the end of this story, the author is probably:",Tired of writing
"most entirely out of the western half of the
board, creating a mass of stable discs in that
area that virtually assured victory, despite
the sacrifice of the h8 comer. Finally, in Dia-
gram 68, we see an elegant example of an in-
terior sweep that begins with Black passing
up the opportunity to take the h8 corner and
instead conceding it to White at move 47. By
move 50, we can begin to see the beauty of
this move, as Black sweeps from west to east
across the board. The final sequence of this
Othello: Brief & Basic
game was: g6, 25; h5, h4; 94, 93; h3, h2; hl,
pass; g2. White gets the entire East edge
from h2 to h8, but still loses 51-13. Though
these interior sweeps are not typically ac-
companied by complete counting of the po-
sition, limited counting is required to see
when a sacrifice of a corner is to be preferred
and/or how best to approach the disc maxim-
ization attempt.
h
18. The Endgame: Counting on
More than Just Counting
CO @O)
For most of the endgame (which techni- rites
©
@
©
©
@
©
©
@
©
©
e
Ld
©
©
©
OOO COO
cally includes the last 20 or so moves of the
game) counting alone will not be feasible (at eeee
least not for humans). At these times, the Diagram 69: Black to move
major strategies and tactics developed for
other parts of the game can often be applied
here as well. For example, the previously de-
veloped ideas of going to odd-numbered re-
gions of the board, delaying the taking of
free moves, and taking advantage of an op-
According to the above context, answer the following question.
What is probably true about the author?",He is an Othello expert
"gions of the board, delaying the taking of
free moves, and taking advantage of an op-
ponent's lack of access to a square (see
Points #9-#11), are all evident in Diagram
69. Thus, to a novice player, it may seem
like b1 is Black's best move, setting up to
take the h1 corner. In actuality, it is a losing
move if White follows with g2. Black's best
move is g2 (going into the odd-numbered re-
gion, even though it sacrifices the h1 corner
o
eeoeeeOe
eoeoo
eeeo0
eoee”)
©
®
eee o@-
0000 e-
to White). Black can afford to delay going to
b1 because White has no access to it. The re-
sultis that Black will now (with proper play)
get the last move in each remaining unfilled
regions and win the game. Diagram 70: White to move
There are also some tactics to be consid-
oO a mh OF fF W he =
ered that are relatively specific to the end-
game. Probably the most important of these
is ""feeding your opponent."" The idea is il-
lustrated in Diagram 70. Here, White would
like to get the last move in the a8 corner re-
gion. Going to f8 doesn't work since Black is
then left with no moves and must pass.
White must then initiate an unfavorable ex-
change of moves in the even-numbered a8
region. Going directly into the a8 region and
saving the f8 move for last doesn't really
change the result. The correct sequence is
for White to begin with a7. Now, whatever
Black's response, White continues with f8.
Black now is forced to take a move in the a8
region, giving White a great final move
Question: What is probably true about the writer of the text?
===
The answer to the above question is",He is an expert at the game
"Read the following context and answer the question.
Context: Black now is forced to take a move in the a8
region, giving White a great final move
there. The idea was to ""feed"" Black a self-
destructive move in the a8 region prior to
taking f8. A similar idea is seen in Diagram
e000 ~
Jes)
eo (ee
eee
oe J
COO
es
eee
1: White to move
®
©
©
©
©
©
O
O
eeo0e 00:
elves .
60600060 -
Oo a mh Oh & WH hm
=
Diagram
Othello: Brief & Basic 33
1
2
3
4
7
3
Oo a om Of & Wh =
34
eee
@OOCe®e
OOOO
OOOO
OO l0e@
| OOOS8C eS
@ Oovee
QOOWICIO
Diagram 72: Black to move
Ot 1S
. OO Kt Sh
eOvUCC eee
®
©
O
O
O
®
O
©
3: White to move
oo
o
ae
5
o
—!
-J
71, even though the remaining region is an
odd-numbered one. Here it would be a mis-
take to take h8 initially, since Black is left
with no moves, forcing White to go again
and giving Black the crucial last move. Far
better is to go to h7 initially, feeding Black
the g7 move. Now White finishes the game
with h8 and wins!
Probably the best overall advice for end-
game play is ""expect the unexpected."" Even
experts are frequently frustrated as they
watch ""sure winning positions"" disappear
due to some unforeseen lack of access or
similar problem. Players need to be on guard
for the hidden dangers and/or opportunities
that may exist in a given position. For now, I
offer five representative examples (by no
means comprehensive) of what may await
an unsuspecting Othello player. See if you
can find the best move or sequence of
moves in each case before reading further.
The first two Diagrams both involve unu-
Question: What is probably true about the author?
Answer:",He is an expert at Othello
"Read the following context and answer the question.
Context: moves in each case before reading further.
The first two Diagrams both involve unu-
sual aspects of the main diagonal (see also
Point #8). In Diagram 72, al would be a
mistake since it allows White to continue
with bl, thereby gaining undeniable access
to the h8 comer. The best move is b1(‘), ex-
tending Black's control of the main diago-
nal. White's position now crumbles as he is
forced to choose between g1 or h7. In Dia-
gram 73, White's control of the al-h8 main
diagonal unexpectedly winds up costing
him the game. White wants to get 2 of the 3
remaining moves in the al corner region and
so begins by going to b1. Black continues
with al, but since Black has no discs on the
main diagonal, b2 does not get flipped. This
prevents White from gaining access to a2,
forcing White to go to g8. Black now gets
both a2 and h8 and wins the game. (Note:
even if White had begun with g8, he still
would have lost.)
Sometimes, the best move is so counter-
intuitive, or so seems to violate established
principles, that it is very difficult to find it.
Thus, m Diagram 74, Black wants to get 2 of
the three moves in the a8 comer region and
would even being willing to give up the a8
corner to do so. The move to b8 fails, since
after White takes a8, Black does not have ac-
cess to b7. Similarly, the move to b7 fails,
since White can now balance the South edge
by taking b8 without giving Black access to
a8. Black's best move turns out to be the
seemingly suicidal move to b2, conceding
Question: What is the best move in Diagram 74?
Answer:",not enough information
"a8. Black's best move turns out to be the
seemingly suicidal move to b2, conceding
White the North and West edges. But after
Othello: Brief & Basic
White continues with the semi-forced move
to al, Black can now go to b7 without allow-
ing White to balance the South edge. The 1
perfect play final sequence 1s g2-h1-b8-a8-
pass-h8-pass-g7 resulting in a 40-24 win for
Black! (Note the general idea of how a move
in one area of the board — the al area — had
a critical effect on another, seemingly unre-
lated area of the board - the a8 area.)
In the most extreme cases, conceptual
analysis appears to be essentially useless,
while only a computer would seem to be
able find the correct path by counting. Thus, oe
in Diagram 75, Black made the reasonable
move to a8. Unfortunately, it is also a losing i?
move (assuming subsequent perfect play).
The winning move was h7(!), even though Diagram 75: Black to mowe
this sacrifices the al comer, as well as the
West and North edges. In trying to make
some sense of this difficult position, note
that a disadvantage of a Black move to a8is_
that White can then get the last move in that
region by taking the likely stable wedge at
b8. [Note: With perfect play, Black wins 36-
27 after h7 (h7-al-b2-f8-h2-b8-a8-c1-g8;
neither player gets h1!) but loses 31-33 after
a8 (a8-b8-h7-g8-f8-c 1-h1-h2-b2-a1).]
Fortunately, not all positions are that ex-
treme. Even if the correct move is initially
counter-intuitive, some careful analysis
Question: What is probably true about the author?
===
The answer to the above question is",He is a math teacher
"treme. Even if the correct move is initially
counter-intuitive, some careful analysis
along with some counting (if possible) will
often uncover the best attack. Thus in Dia- ®
gram 76, it may seem like a8 1s White's best
move, going into the odd-numbered remain-
ing region in preference to the even- [Jj agram To: W
numbered h8 region. However, it turns out
the a8 is a losing move. The only winning
move is g8(!) leading to a 33-31 win for White after the following perfect play se-
quence: h7-a8-b8-a7. The major problem is that if White takes a8 initially, Black goes
to b8. Now White cannot safely continue with a7 or the entire 7th row will become
White, giving Black both h7 and g8 and the game. So White must continue with g8 in-
stead, Black follows with h7, with White finally going to a7. But, despite the similarity
of this sequence to the winning one, it results in a 33-31 loss for White. An attempt to
count out the net gain after each of these two most likely sequences would reveal the ad-
vantage of g8 over a8.
add
ra)
=x
C
O
O
jee)
eee
eee
OOO}
e
@
@
e
O
@ 0
Cleee@ Vee. -
ee eee
Oo om th f& WM bi
Ld
O
O
O
®
@
©
C
eee
eee
oe
ee)
eee
COW
ie
O}
ite to play
eee
O
O
@
@
@
®
®
e
O
O
O
©
©
©
Cleee@Oee-
CeC@eeee.-
©
oO aS om Of & Wh
ar
19. Edge Play: General Concepts & Initiating Edges
General Concepts. As the end of the opening phase of Othello approaches, the
players are inevitably presented with the decision as to whether or not to occupy an
Question: What is the author's profession?
===
The answer to the above question is",not enough information
"Read the following context and answer the question.
Context: players are inevitably presented with the decision as to whether or not to occupy an
edge square. This raises one of the more complex issues in all of Othello. These next
two sections present some useful general guidelines for dealing with this issue.
As discussed earlier (see Points #1 - #5), players unaware of move limitation strate-
gy often feel its best to take edge squares as soon and as often as possible. While it's true
that ultimate possession of at least some edge squares is usually necessary to win, this
""rush to the edge"" concept has been clearly discredited. In fact, some expert players
Othello: Brief & Basic 35
Oo —- om th f& WwW hi
Oo a om UO fF Wo ht
36
believe it is best to avoid taking edge squares for as long as it is feasible. By this view,
edge square moves tend to become liabilities later in the game (by poisoning otherwise
good moves etc.). Personally, I would advise against either extreme. Indeed, edge
square moves do have at least one distinct advantage: there are less ways to flip an edge
piece than a interior piece. Thus, the proper and judicious use of edge moves may help
promote move limitation. Also, once your opponent has gone to an edge, a move to that
edge often becomes much more desirable for you. Finally, recall that we have previous-
ly discussed a special tempo-gaining edge technique: ""creeping along the edge"" (see
Points #5 & #16).
For simplicity, our discussions will usually focus only on one edge at a time, in rela-
Question: What is probably true about the author?
Answer:",He likes to play Othello
