input,output
"I have a new situation: David and Goliath are playing a game of disk shuffleboard. They are trying to get their disks onto the edge of the board.

But I can use this background: Establish a stronghold on an edge that your opponent can’t flip 
Edge disks are harder to flip than regular disks as they can only be flipped by other disks on the edge, 
instead of in 8 different ways like all the other disks.

What is an answer for this question: Will Goliath be able to flip a disk that is on the edge of the board?",only be flipped by other disks on the edge
"I can use this background: By establishing a stronghold on the edge and not 
letting your opponent flip those disks, you guarantee yourself that you’ll have some disks to play off of 
later in the game.

Now, I have a new situation: Two players are having a game of disc war. The goal of the game is to get all of your disks onto your side of the board before your opponent does. Each player has a stack of 10 disks to start the game. The disks are color coded so each player knows which disks belong to them.

Answer this question please: If player A establishes a stronghold on the edge, will they have more or less disks to play with later in the game?",more
"Given the following context:

Othello: From Beginner to Master – More Othello Concepts 
Copyright © 2003, Randy Fang 
 
38 
 
 
BLACK TO PLAY 
BLACK PLAYS

answer the following question:

What is the name of the book that is copyrighted in 2003?",Othello
"Given this review: ""H5""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"In the above example, black could play moves like E7 or E2 that immediately get wiped out.

Q: What happens to the moves that black plays?

Referring to the passage above, the correct answer to the given question is",wiped out
"I know that the answer to the question ""What is the first move?"" is in ""For 
instance, if black played E7 white would play E8."". Can you tell me what it is?",black played E7
"Given the following context:

In order to avoid being wiped out, black can try to 
establish a stronghold on an edge that White will never be able to flip.

Answer the following question:

What will happen to Black if they do not establish a stronghold?",be wiped out
"For instance, if black were to 
play H5, then white can never take black off of the edge because no matter where white plays along 
the edge, black can just capture along the edge and protect his stronghold.

Q: If black plays H5, where can White never take black off of the edge?

A:",along the edge
"Extract the answer to the question from the following context.
Question: What is the relationship between H4 and H3?
Context: WHITE PLAYS H4 
BLACK PLAYS H3 
 
For instance, if white tries to get on the edge with H4, black will just take the edge with H3.",black will just take the edge with H3
"I have a new situation: Two players are engaged in a game of Reversi. The board is full of pieces, and both players have taken advantage of the fact that the game is over to move their pieces around as much as possible. Black moves first, taking two of White's pieces. White moves next, and takes three of Black's pieces. Black moves again, taking four of White's pieces.

But I can use this background: As long as 
white can’t take black’s edge disks, black can’t be wiped out.

What is an answer for this question: Who has more pieces?",White
"Given the following context:

Notice that in the original diagram black 
had several other possible edge moves (A5, H4, H7), however, H5 is the quietest move and it leaves 
white with the fewest options (in fact , it’s an easy win for black), and that makes H5 the correct 
choice.

answer the following question:

What is the name of the person who can win?",black
"Given the following context:

Othello: From Beginner to Master – More Othello Concepts 
Copyright © 2003, Randy Fang 
 
39 
Flip in more than one direction at once 
If you are dangerously low on disks, flipping more disks will help you avoid being wiped out.

answer the following question:

What is the name of the person who wrote the book that has the concept of flipping in more than one direction at once?",Randy Fang
"I can use this background: That is 
one of the reasons that flipping in more than one direction at once is good.

Now, I have a new situation: A gymnast is performing a routine on the uneven bars. She flips and twists herself around the bars several times.

Answer this question please: Will the judges be impressed with her routine?",yes
"You are given a new situation: A discus thrower, Regina, is practicing for the upcoming Olympic trials. She spins and flips the discus in her hand before letting go and throwing it across the field. Regina's coach, Adam, is analyzing the throw and notices something interesting. When Regina flips the discus in only one direction before throwing it, the discus travels a relatively short distance. When Regina flips the discus in multiple directions before throwing it, the discus travels a much greater distance.

and a hint : You tend to flip more 
disks when you flip in more than one direction.

Please answer this question : Will flipping the discus in multiple directions increase or decrease the distance it travels?",increase
"Also, your opponent can never wipe you out on the 
move immediately following a move in which you’ve flipped in more than one direction.

Q: Who can never wipe you out on the move immediately following a move in which you've flipped in more than one direction?

Referring to the passage above, the correct answer to the given question is",your opponent
"Black To Move 
Black Plays B4 
 
In the above position, establishing a stronghold on the edge by playing C8 doesn’t work because then 
white plays E8 and neither player has any more legal moves (and thus white wins).

Q: What happens when white plays E8?

Referring to the passage above, the correct answer to the given question is",neither player has any more legal moves
"I have a new situation: John is a brilliant scientist. He has devised a plan to stop global warming. His plan needs to be implemented immediately. The world leaders meet to discuss his plan.

But I can use this background: Obviously 
another idea is in order.

What is an answer for this question: What will John want to do next?",explain his plan
"Given the following context:

An example safe move is for black to play B4 which flips disks in 2 
directions.

answer the following question:

What is the name of the player who can flip disks in 2 directions?",black
"After this move, white can’t wipe black out during his or her next move.

A game of Reversi is being played by 2 players, player A and player B. Player A makes a move that causes him to lose 2 pieces. Player B makes a move that causes her to lose 1 piece. Whose move will cause player A to lose the game?",player B
"I have a new situation: I have a spreadsheet with the following data:

Make a line that is not immediately reflippable

I need to answer this question: What is the second to last word in the first line?",Make
"Obviously if a line is not immediately reflippable then your opponent can’t wipe you out on the next 
move.

Q: What is the condition for a line to be reflippable?

Referring to the passage above, the correct answer to the given question is",not immediately
"Making a non-reflippable line is usually a delaying tactic that you will use until you can play 
moves that meet one of the two above criteria.

Q: What is the delaying tactic called?

Referring to the passage above, the correct answer to the given question is",non-reflippable line
"Othello: From Beginner to Master – More Othello Concepts 
Copyright © 2003, Randy Fang 
 
40 
 
 
BLACK TO PLAY 
BLACK PLAYS C7

With reference to the above context, Who wrote Othello: From Beginner to Master?",Randy Fang
"In the above example, if it were white’s move, white would play H2 or G2 and wipe black out.

White plays H2 or G2 and wipes black out. This is white's move. What does white need to do before this?",if it were white’s move
"Given the following context:

Since 
black has no moves that establish a stronghold on an edge – nor does he have any moves that flip in 
more than one direction at once, black’s only reasonable moves are ones that makes a line that white 
can’t immediately reflip.

Answer the following question:

What is the name of the game that black is playing?",reversi
"In this case there are 2 moves that meet our criteria - C7 and G7.

With reference to the above context, What are the two moves that meet the criteria?",C7 and G7
"Obviously  
black doesn’t want to give white the corner so black should play C7 here.

Q: What should black play?

A:",C7
"Question: ""What is the line between C7 and G3 called?""

Context: ""The move to C7 forms a 
line between C7 and G3 that white cannot immediately reflip the next turn.""

Answer:",C7 forms a line between C7 and G3
"Now, regardless of what 
white plays, black will have moves like H6 and B4 next move which will avoid being wiped out.

Q: What will black avoid being wiped out by?

A:",H6 and B4
"What’s in an edge 
Let’s take a look at another position and see what we can learn from it: 
 
 
BLACK TO PLAY 
 
Othello: From Beginner to Master – More Othello Concepts 
Copyright © 2003, Randy Fang 
 
41

With reference to the above context, What does the book teach?",Othello: From Beginner to Master – More Othello Concepts
"Given the following context:

So you’re looking at the position on the last page and you’re wondering “OK, black has a lot fewer 
disks and white has very poor mobility.

answer the following question:

What color has poor mobility?",white
"How does black win a corner?”

With reference to the above context, How does black win a corner?",How does black win a corner?”
"The answer is: black can’t win 
a corner in this position (at least – not in the next couple of moves).

Q: What can't win a corner in this position?

Referring to the passage above, the correct answer to the given question is",black
"Given the following context:

What’s different about this 
position?

answer the following question:

What is the answer to the question ""What is the difference in the position?""","What’s different about this 
position?"
"Because of black’s disk placement, white only has one “dangerous” move that he could 
play if it were his turn, A2.

Given the question ""What does the game require of the players?"", what is a valid answer?",play if it were his turn
"It is very easy for white to avoid playing to A2.

With reference to the above context, It is easy for what color to avoid playing to A2?",white
"Let’s play fantasy Othello 
for a bit and move one disk on the board slightly: 
 
 
BLACK TO PLAY 
 
Now black does have a move that wins a corner (black plays B1 and white must play B2).

Q: What color is Othello?

A:",BLACK
"I have a new situation: John is playing a disk shuffleboard game against his friend Keith. After a while, Keith manages to push the disk to the edge of the board.

But I can use this background: You should 
notice that in the second diagram, the disk that previously was in the middle of the board is now on 
the edge.

What is an answer for this question: Will the disk be harder or easier to push?",harder
"Question: ""What did black do to win?""

Context: ""In fact, in all of the winning positions that were presented in the last chapter as examples 
(and in the current example as well), all of the correct moves for black to play (because they force 
white to lose a corner) were edge moves.""

Answer:",force white to lose a corner
"I can use this background: As mentioned in the last chapter, edge disks can only be 
flipped along the edge so this means that edge moves tend to be quieter than non-edge moves.

Now, I have a new situation: John is learning how to solve a rubik cube. So far he has learned the basic moves. He is now ready to attempt his first attempt at solving the cube. His first move is to take an edge disk and flip it along the edge. He notes this move as move A. His second move is to take a corner disk and flip it along the edge. He notes this move as move B.

Answer this question please: Which move will be quieter, move A or move B?",move A
"I read this background article the other day: Quieter moves give your opponent fewer options the next turn.

I am facing a new situation today: Two teams of 6 people each are having a game of dodgeball. The blue team has been dominating the entire game, and the red team is getting frustrated. In an effort to throw off the blue team, the red team decides to yell and cheer loudly after every one of their throws.

Using the knowledge I have from the background article, how should the blue team respond to the red team's actions?",Quieter moves
"I can use this background: Eventually if you can play enough 
quiet edge moves, your opponent will run out of other moves and have to give you a corner.

Now, I have a new situation: Two experienced players are having a game of chess. They are both enjoying the game very much.

Answer this question please: Will the black player have to give up a corner sooner or later?",later
"Given the following context:

This 
simple strategy is known as edge creeping because you are attempting to creep slowly along the 
edge until you win a corner.

answer the following question:

In a game of pool, what is the strategy that involves slowly moving along the edge of the pool table until you win a corner?",edge creeping
"You are given a new situation: John and Keith are playing a game of disk stacker. John has a black disk on the outside of his stack of white disks. Keith has a black disk on the bottom of his stack of white disks.

and a hint : Another thing that you should notice is that in the original diagram, the black disk is on the outside of 
the mass of white disks where it could be flipped – which means that white has a couple of possible 
moves to begin with.

Please answer this question : Whose stack is less likely to be flipped?",Keith
"You are given a new situation: John was playing with his disk stack. He noticed something interesting about the disk stack. He called the bottom disk as disk A, the second disk from the bottom as disk B, the third disk from the bottom as disk C, and so on. Eventually, the top disk was named as disk Z.

and a hint : Disks that are on the outside of a mass of opposite colored disks that can be 
flipped are called frontier disks.

Please answer this question : Which disk would be on the outside of the mass of opposite colored disks, disk A or disk Z?",disk Z
"Given the following context:

The edge disk in the second example isn’t a frontier disk at the 
current time because it can’t be flipped.

answer the following question:

What is the reason the edge disk in the second example isn't a frontier disk?",it can’t be flipped
"Given the following context:

In the future, white may get a disk at D1 or black could play 
to D1 in which case C1 would become a frontier disk.

answer the following question:

What is the name of the disk that would become a frontier disk if black played to D1?",C1
"I can use this background: Since every frontier disk provides your 
opponent with a potential move, having,fewer frontier disks mean that you have a better position.

Now, I have a new situation: Two players are having a game of Risk. The game is almost over and they are both down to their last few frontier disks. Jacob has three disks left, and Kelly has four.

Answer this question please: Who has a better position in the game?",Jacob
"You are given a new situation: Two friends learned to play chess last year. Mike reached the level of an experienced player, while John is still an amateur.

and a hint : Now that I’ve set some general guidelines, we’ll spend the next few chapters exploring the three 
phases of the game: the opening, the midgame, and the endgame.

Please answer this question : Which player studied more about the opening?",Mike
"I read this background article the other day: We’ll look at how to apply these 
guidelines to the three phases of the game as well as when these guidelines no longer apply.

I am facing a new situation today: Two teams, team A and team B, are playing a game of soccer against each other. Both teams have excellent players and are very evenly matched. The game is tied at the end of the first half of the game.

Using the knowledge I have from the background article, how should I answer correctly the following question regarding my new situation: Will the game be more or less difficult for team B if they are behind at the end of the first half?",more
"Given the following context:

Othello: From Beginner to Master – Simple Opening Advice 
Copyright © 2003, Randy Fang 
 
42 
Simple Opening Advice 
 Understanding is the key 
 More of the same 
 A few new ideas 
 Pay attention!

answer the following question:

What is the name of the person who wrote the book Othello: From Beginner to Master?",Randy Fang
"In chess, one of the biggest mistakes that I feel that beginning players make is to assign too much 
importance to the openings.

With reference to the above context, What do beginning players often do in chess?","assign too much 
importance to the openings"
"They feel that better players are “tricking them” by being better prepared 
in the openings.

With reference to the above context, What are better players tricking them into?",being better prepared
"So, they rush out and buy a book of openings and start memorizing them.

Given the context: What will they want to do next?",practice
"While I 
feel that having an opening repertoire is useful for a more seasoned player, it is much more important 
for a beginner to understand the WHY of an opening.

With reference to the above context, What is it more important for a beginner to understand?",the WHY of an opening
"When you memorize openings without 
understanding why you are making the moves, the instant you venture into unfamiliar territory, you are 
likely to blunder.

Q: What will happen if you memorize openings without understanding?

A:",blunder
"Extract the answer to the question from the following context.
Question: What is the narrator's advice?
Context: What I do recommend is to keep your eyes open and trying to learn from your 
mistakes.",keep your eyes open and trying to learn from your mistakes
"Given the following context:

Do you keep making the same kinds of moves and keep getting into bad positions because of them?

answer the following question:

What will happen to Others if they make the same kinds of moves?",getting into bad positions
"I know it sounds obvious, but figure out what it is that you’re doing wrong and try not to do it anymore.

Q: What should you do if you are doing something wrong?

A:",try not to do it anymore
"I have a new situation: Bob has been playing chess for many years. He is very good at chess and often beats his friends who are also good at chess. One day he was playing chess with his 8-year-old nephew, who is a beginner at chess.

But I can use this background: Thinking about what concepts and ideas do work and what ones don’t work will help you all the way 
from beginner through master.

What is an answer for this question: Who would benefit more from thinking about what concepts and ideas do work?",Bob
"Now that I’ve encouraged you to experiment and discover openings on your own, I’ll try to give some 
general advice about what you should be trying to accomplish during an opening.

Q: What should you try to accomplish during an opening?

Referring to the passage above, the correct answer to the given question is",to accomplish during an opening
"I can use this background: Much of what I 
have to say is similar to the advice that I’ve given in the previous sections but it doesn’t hurt to re-
iterate it here.

Now, I have a new situation: John is a renowned self-help author. He has published several books so far. His latest book is about relationships. To help the readers with some practical advice, he wrote the following sections in the book.

- Section A

- Section B

- Section C

- Section D

John's publisher decided to have a preview of the book. They showed section A to the readers. They got positive response. Then they showed section B. But the readers were not very receptive this time. They were bored. However, they liked section C and section D.

Which section is similar to the advice in the previous sections?",Section A
"I have a test where I am given the following article, what is an answer for the question: What is the narrator trying to do? ?

 
Try not to take too many disks.",Try not to take too many disks
"I played a game called  
Try to head for the edges. and I am trying to remember what the answer is for this question: What does the narrator suggest doing?",head for the edges
" 
Try to limit your frontier.

Q: What is the best way to limit your frontier?

A:",Try to limit your frontier.
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person who is putting themselves in a dangerous position? ?

 
Don’t play into X-squares or C-squares where you’re putting yourself in a dangerous position.",you
"I read this background article the other day: In addition to these basic concepts, there are a few new concepts I’d like to introduce here as well.

I am facing a new situation today: Bob is a scientist. He has devised an experiment to test two groups of subjects, group blue and group red. He induced some concepts on group blue, but didn't induce any concepts on group red. After inducing the concepts, he started observing the groups.

Using the knowledge I acquired from the background article, how should I answer correctly the following question regarding my new situation: Would group blue have less or more new concepts than group red?",more
"The first concept I’d like to introduce is the Sweet 16 – this term refer to the central 16 squares of the 
board: 
 
 
Othello: From Beginner to Master – Simple Opening Advice 
Copyright © 2003, Randy Fang 
 
43 
 
THE SWEET SIXTEEN 
 
 
In the opening it’s generally better to play a move into the Sweet 16 than another move elsewhere on 
the board.

With reference to the above context, What is the Sweet 16?",central 16 squares of the board
"It also stands to reason that preventing your opponent from getting moves into the Sweet 
16 is also a good thing.

Q: What is a good thing to do?

A:",preventing your opponent from getting moves into the Sweet 16
"Given the following context:

Disks played in the sweet 16 don’t let your opponent reach an edge (where 
they may try to edge creep).

answer the following question:

What is the first word in the paragraph?",Disks
"Additionally, disks in the Sweet 16 are less likely to remain frontier disks 
during the course of a game.

With reference to the above context, What are Sweet 16 disks less likely to be?",frontier disks
"I can use this background: Another useful rule is that staying in the middle of 
your opponent’s disks is good.

Now, I have a new situation: Rob is playing a disk throwing game with his friend Sam. Rob has a good strategy to win the game, but Sam is not very good at the game. Rob decides to stay in the middle of Sam's disks.

Answer this question please: Who is more likely to win the game, Rob or Sam?",Rob
"This is called staying central.

Q: What is the name of the skill being demonstrated?

Referring to the passage above, the correct answer to the given question is",staying central
"I have a new situation: John was playing a disk game with his friend Keith. After some time he realized that his disks were more central to Keith's disks.

But I can use this background: Notice that white only has two frontier disks (B4 
and B4) in this position because white’s disks are 
central to black’s disks.

What is an answer for this question: Whose disks would be more central to the other player's disks, John or Keith?",John
"I can use this background: As we discovered in the 
last section, having fewer frontier disks is usually 
a good thing.

Now, I have a new situation: John is playing a game. In the game he needs to collect frontier disks. So far he has collected 10 frontier disks. He needs to collect 20 more frontier disks to move to next level.

Answer this question please: Would it be good or bad for John if he collects more frontier disks?",bad
"Given the following context:

Another good idea is to stay compact.

answer the following question:

What will happen to Others if they stay compact?",be praised
"I have a new situation: A person has a collection of 1000 DVDs. They want to keep the discs organized so they can find them easily. They decide to store the discs in a DVD binder. The binder has 50 slots for discs. Since they have 1000 discs, they will need to use at least how many binders to store all of their DVDs?

But I can use this background: Being compact means that you don’t want your disks spread 
out all over the place.

What is an answer for this question: If the person wants to keep their DVDs organized, should they keep them spread out or compact?",compact
"Given the following context:

You definitely don’t want spaces in between your disks because those squares 
are very likely places for your opponent to play to stay central to your disks.

answer the following question:

What should you do to your disks to keep your opponent from playing to stay central?",don’t want spaces in between your disks
"Extract the answer to the question from the following context.
Question: What is the difference between the two players?
Context: Notice how in the 
previous example all of white’s disks are in one big clump while black’s disks are almost cut in two by 
white’s disks.","black’s disks are almost cut in two by 
white’s disks"
"In the example, white is compact and black isn’t.

Jeff is a fashion designer. He was thinking about a dress for a special occasion. He designed a white dress. He labeled that design as design A. Then he designed a black dress. He labeled that design as design B. He was pondering about which design would sell better.

Which design would most likely sell better, design A or design B?",design A
"Staying compact also tends to lead to 
fewer frontier disks.

Mike is planning on buying a new computer. He looks at two different models, the A100 and the B200. The A100 is a compact computer, but the B200 is a large computer. Mike is trying to decide which computer to buy.

Which computer will be more likely to have frontier disks?",the B200
"Othello: From Beginner to Master – Simple Opening Advice 
Copyright © 2003, Randy Fang 
 
44 
 
 
 
BLACK TO PLAY 
BLACK PLAYS C4 
 
One good way to stay compact, central, and to avoid having a lot of frontier disks is to play a move 
that reflips one of the disks that your opponent just flipped.

With reference to the above context, What is a good way to stay compact and central?",play a move that reflips one of the disks that your opponent just flipped
"For example, in the above diagram, white 
has just played to C3.

Q: What has white just played?

Referring to the passage above, the correct answer to the given question is",to C3
"Black responds by reflipping the disk at D4 by playing to C4.

Given the question ""How would you describe Black's move?"", what is a valid answer?",reflipping the disk
"Question: What does the move do?

Context: ""After this move, 
black is both central and compact.""

Answer:",black is both central and compact
"I can use this background: Before I close out this chapter let’s take a look at a common mistake that I see beginners make very 
often that emphasizes the necessity of staying central and compact.

Now, I have a new situation: Two groups of people were attending a martial arts class. The beginner group had people that just started martial arts, and the advanced group had people that practiced martial arts for years.

Answer this question please: Which group made more common mistakes?",beginner
"WHITE TO PLAY

Q: What is the name of the game being played?

Referring to the passage above, the correct answer to the given question is",WHITE TO PLAY
"The above diagram can be reached by playing E6, F4, E3 – we are 3 moves into the game.

Q: What is the first move of the diagram?

Referring to the passage above, the correct answer to the given question is",E6
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""White 
has 4 options here, however, only one of them is any good.""",1
"Extract the answer to the question from the following context.
Question: What is the main subject of the book?
Context: Othello: From Beginner to Master – Simple Opening Advice 
Copyright © 2003, Randy Fang 
 
45 
 
 
 
 
AFTER D2 
AFTER F2 
 
D2 and F2 – D2 and F2 only flip one disk but they have several other drawbacks.",Othello
"Given the following passage

""They’re not in the 
Sweet 16 and they’re not central either, in fact, either D2 or F2 will become frontier disks in typical 
continuations from this position."",

answer the following question. Note that the answer is present within the text.

Question: What is the next step in the process?",D2 or F2 will become frontier disks
"They aren’t compact – as white is leaving “holes” in his position for 
black to play into.

Q: What color is leaving holes in his position?

Referring to the passage above, the correct answer to the given question is",white
"After playing D2, white has a “hole” at D2 that is very tempting for black to play 
into.

Q: What does white have at D2?

A:",a “hole”
"After F2, there is a “hole” at F3 that is very tempting to play into (though at the moment black 
can’t play to that square).

Q: What is the F3 ""hole"" tempting to play into?

Referring to the passage above, the correct answer to the given question is",black
"AFTER F6 
BLACK PLAYS F5 
 
F6 –

With reference to the above context, What does F6 mean?",AFTER
"Question: What is the name of the disk that is reflipped?

Context: This move also only flips one disk, however, black immediately responds with F5 thus reflipping 
the disk that was just flipped.

Answer:",the disk that was just flipped
"In fact, F5 is a perfectly quiet move for black and after playing F5 black 
Othello: From Beginner to Master – Simple Opening Advice 
Copyright © 2003, Randy Fang 
 
46 
is very central and compact while white is spread out along the frontier.

With reference to the above context, What is the name of the book written by Randy Fang?",Othello: From Beginner to Master – Simple Opening Advice
"Yes , black has more disks 
but because of where they are white’s position is not very good at all.

Given the question ""What is the main difference between the two players' positions?"", what is the answer ""The white player's position is not as good as the black player's.""?",The white player's position is not as good as the black player's
"Given the following context:

AFTER D6 
 
D6 – This move flips two disks, which isn’t a lot in the grand scheme of things (it may seem like a lot 
because there aren’t many disks to begin with).

answer the following question:

What is the name of the move that flips two disks?",D6
"Given the following context:

While D6 does flip more disks than what the other 
moves flip, after D6 white is both central and compact while black is stuck on the outside.

answer the following question:

What is the name of the move that is stuck on the outside?",black
"I have a new situation: David and Goliath are playing a game of chess. David is a novice player, but Goliath is a Grand Master. They have come to a point in the game where both players have the same pieces in the same positions on the board. Goliath looks at the board and says, ""I have to think about this move for a minute,"" and then he gets up and leaves the room.

But I can use this background: D6 is the 
clearly the best move in this position.

What is an answer for this question: Will Goliath take less time or more time to make his move?",more time
"Othello: From Beginner to Master – Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
47 
Simple Midgame Advice 


Q: Who wrote Othello: From Beginner to Master?

Referring to the passage above, the correct answer to the given question is",Randy Fang
"Given the following passage

""It’s all about mobility 
 Tempo 
 
As we’ve noticed in the previous sections, having and keeping mobility is a very important thing."",

answer the following question. Note that the answer is present within the text.

Question: What is the last word in the passage?",thing
"Given the following context:

When you run out of mobility it’s very likely that your opponent is going to force you to give up a 
corner and they will win.

answer the following question:

What does your opponent need to do to win?",force you to give up a corner
"Given the following context:

In the midgame, your job is usually to avoid running out of mobility while 
retaining a good position and trying to run your opponent out of mobility in return.

answer the following question:

What is the goal of the midgame?",avoid running out of mobility
"Given the following context:

Often, you will find 
that there are moves that you are forced to play or your opponent will run you out of mobility.

answer the following question:

What will happen to your opponent if you don't play the moves that you are forced to play?",run you out of mobility
"Most of 
the time when I refer to a move as being a forced move, it means that the move must be played to 
prevent the other player from attaining a killer sequence.

Q: What is a forced move?

A:",the move must be played to prevent the other player from attaining a killer sequence
"Obviously, if there is only one valid move on 
the board it is also a forced move.

Q: What is a forced move?

Referring to the passage above, the correct answer to the given question is","if there is only one valid move on 
the board"
"Let’s take a look at a position where one of the players has a 
forced move.

White moves first, Black moves second. The players are trying to capture each other's pieces. The goal is to capture all of the opponent's pieces.

If Black moves first, will Black have a forced move?",no
"BLACK TO PLAY

Q: What is the name of the movie?

Referring to the passage above, the correct answer to the given question is",BLACK TO PLAY
"In the above position, white is already way ahead on mobility but black isn’t dead just yet.

Q: What color is ahead on mobility?

Referring to the passage above, the correct answer to the given question is",white
"Extract the answer to the question from the following context.
Question: What is the color of the piece that is not winning?
Context: While white 
is certainly winning he or she should still have to work to finish off the game if black plays accurately.",black
"However, black’s next move is forced.

Given the question ""What will Black do next?"", what is a valid answer?",forced
"Black MUST play B1 here.

Given the question ""What will Black do next?"", what is a valid answer?",play B1
"If black doesn’t play B1 then white 
will take the edge with G1 next turn.

Q: What will white do next turn?

A:",take the edge with G1
"Given the following context:

To understand why, let’s take a look at what happens if black 
plays a different move.

answer the following question:

What will happen to Black if they play a different move?",win
"Extract the answer to the question from the following context.
Question: What does the author's name start with?
Context: Othello: From Beginner to Master – Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
48 
 
BLACK PLAYS H6 –  WHITE PLAYS G1",R
"I know that the answer to the question ""What does white do?"" is in ""If black plays H6 then white responds with G1."". Can you tell me what it is?",responds
"Black is then forced to play G6 next (as it’s the only 
legal move) to which white responds B1 and then black must play an X-square.

With reference to the above context, What is the only legal move for Black?",G6
"If, in the original 
position, black takes the edge by playing B1, his position isn’t exactly desirable, but he survives a 
while longer and gives white the opportunity to make a mistake.

Q: What does black do to survive a little longer?

Referring to the passage above, the correct answer to the given question is",plays B1
"BLACK PLAYS G6 –  WHITE PLAYS B1 
 
 
 
 
 
 
Othello: From Beginner to Master –

With reference to the above context, What is the name of the game?",Othello
"I know that the answer to the question ""What is the first thing that is mentioned in the article?"" is in ""Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
49"". Can you tell me what it is?",Simple Midgame Advice
"In the example, both players can take the north edge with a gain of tempo.

Q: What can both players take?

A:",the north edge
"Given the following context:

We say that a player has 
gained a tempo when they play a move or a sequence of moves that gain them an additional safe 
move without giving their opponent any new safe moves.

Answer the following question:

A player that has gained a tempo will have gained an additional safe move without giving their opponent what?",new safe moves
"Given the following context:

Additionally, after white has played to G1, 
B1 becomes a safe move for white and playing B1 doesn’t create any new safe moves for black.

Answer the following question:

What is the name of the person that is playing to G1?",white
"Thus white has gained two tempo via this sequence.

Q: What color has gained two tempo?

Referring to the passage above, the correct answer to the given question is",white
"Given the following context:

Very often, the moves that are the most likely to 
be forced are moves that we have to play in order to prevent our opponent from gaining too many 
tempo.

Answer the following question:

The player that has the most tempo will likely win the game because they can do what?",move more
"In fact, there are times when it is possible to win 3 or 4 tempo with proper play!

Q: What is the most you can win with proper play?

A:",4 tempo
"Extract the answer to the question from the following context.
Question: What is the main idea of the passage?
Context: Let’s take a 
look at an example.","Let’s take a 
look at an example"
"BLACK TO PLAY 
BLACK PLAYS C1 
 
 
In this diagram, the move to C1 is the first tempo that is won in a sequence that wins 4 tempo for 
black!

With reference to the above context, What is the first tempo that is won in a sequence that wins 4 tempo for black?",C1
"Even if white could somehow pass for the next 3 moves, black would still be in good shape.

Given the question ""How would white feel about the situation?"", what is a valid answer?",in good shape
"Let’s take a look at this fictional “game” where black plays the next 3 moves and uses up all of his or 
her spare tempo.

Q: What is the goal of the game?

A:","black plays the next 3 moves and uses up all of his or 
her spare tempo"
"Othello: From Beginner to Master – Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
50 
 
 
BLACK PLAYS F1

With reference to the above context, Who wrote ""Othello: From Beginner to Master""?",Randy Fang
"BLACK PLAYS B1 
 
 
 
BLACK PLAYS G1

With reference to the above context, What does the B1 move mean?",BLACK PLAYS B1
"I can use this background: Another common example of a forced move is when your opponent is threatening to take a corner 
and you have to play a certain move to prevent that from happening.

Now, I have a new situation: John and Keith are playing a game of chess. After some moves, the situation on the board became like this

Keith's turn (White pieces):

![](http://www.chess.com/files/lessons/lesson/2/forced-move-examples/image/1.png)

John's turn (Black pieces):

![](http://www.chess.com/files/lessons/lesson/2/forced-move-examples/image/2.png)

Keith is threatening to take a corner, and John has to play a certain move to prevent that from happening. In this situation, would it be a forced move or a voluntary move?",forced move
"Refer to the passage below and answer the following question:

Passage: Let’s look at an example: 
 
Othello: From Beginner to Master –

Question: What is the name of the book that is mentioned?",Othello
"Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
51 
 
 
WHITE TO PLAY 
WHITE PLAYS A6 
 
 
In the above picture, while white has many possible moves, white is forced to play A6 even though 
this move flips a lot of black disks and almost eliminates black’s frontier.

Q: What is the name of the author of the article?

Referring to the passage above, the correct answer to the given question is",Randy Fang
"If white doesn’t take the 
edge, black wins the A1 corner and wins the game convincingly.

David is a great player and is currently playing a game of chess with his friend Tom. David has just taken the A1 corner and is feeling confident about his chances of winning the game.

Who is more likely to win the game, David or Tom?",David
"Extract the answer to the question from the following context.
Question: What is the purpose of the game?
Context: From the above examples, it’s easy to see that a lot of times we will be forced to take edges in order 
to prevent our opponent from gaining enough tempo to run us out of mobility or to prevent them from 
taking corners.","to prevent our opponent from gaining enough tempo to run us out of mobility or to prevent them from 
taking corners"
"Often, when we’re looking for a killer sequence, we are looking for a way to win a single tempo 
because if we win a single tempo our opponent runs out of safe moves.

Mike is playing a game of chess with his friend John. Mike realizes he can win a tempo. If Mike wins the tempo, what will happen to John?",runs out of safe moves
"BLACK TO PLAY 
Othello: From Beginner to Master –

Q: What is the name of the book?

A:",Othello: From Beginner to Master
"Simple Midgame Advice 
Copyright © 2003, Randy Fang 
 
52 
 
In the example, while white has no safe moves at the moment, every black move gives white more 
safe moves to play.

Q: Who wrote the book?

A:",Randy Fang
"For instance, if black plays F7 then white can safely play to F8.

Q: What can white do if black plays F7?

Referring to the passage above, the correct answer to the given question is",play to F8
"In fact, if black 
could pass here, he would win because white would be forced to give him the H1 corner.

Q: What would happen if black passes?

Referring to the passage above, the correct answer to the given question is",white would be forced to give him the H1 corner
