input,output
"This typically requires making waiting type moves
(using up as few options as possible with each move), creating an ever more extensive

wall as you do so.

Q: What is the name of the move that is used to create a wall?

A:",waiting type moves
"Thus, White may go to e7,
h with Black continuing to e8 (not f8, which
allows a d8 response by White), each player
moving so as to extend his own wall.

Q: How does the player extend his wall?

A:",moving so as to extend his own wall
"Given the following context:

The risk here is that, if you fail in your
goal, you may quickly find yourself in a
hopeless position.

answer the following question:

What will happen to Others if you fail in your goal?",you may quickly find yourself in a hopeless position
"I have a new situation: Bill and Bob are playing a game of wall battle. Bill perceives that he will lose the double wall battle, so he decides to cut across Bob's wall immediately.

But I can use this background: So sometimes, if you can
perceive that you will lose the double wall
battle, it pays to cut across your opponent's
wall immediately.

What is an answer for this question: Who will win the double wall battle?",Bob
"I know that the answer to the question ""What is the objective of the game?"" is in ""Typically, you would try
to cut through the wall in a way that mini-
mizes your opponent's gain in options, while
attempting to shift towards a favorable sand-
wich position."". Can you tell me what it is?","mini-
mizes your opponent's gain in options, while"
"Thus, after White e7, a Black
move to g3 has considerable merit: the only
new safe move it gives White is h4.

. .

Q: What is the only new move that Black has?

Referring to the passage above, the correct answer to the given question is",g3
"In contrast, an isolated piece behind your
Diagram 59: White to move opponent's side of a double wall, more typi-
cally will create trouble for you.

Q: What is the best way to create trouble for your opponent?

A:",an isolated piece
"Given the following context:

It tends to
poison otherwise good moves, and may pro-
vide your opponent with an important op-
tion, when all others have disappeared.

answer the following question:

What is the first word in the passage that is a verb?",poison
"Given the following context:

Therefore, good players typically avoid flip-
ping such isolated discs unless no other vi-
able moves remain (or unless doing so forces
your opponent into making a even poorer
move).

answer the following question:

In what situation would a player flip a disc?",unless no other viable moves remain
"I have a new situation: For example, imagine White moved
to b4 in Diagram 59, to which Black fol-
lowed with b3 (resulting position in Diagram
60).

But I can use this background: White is the player who makes the first move in a game of chess.

Answer this question please: Who moved to b3?",Black
"This was not a desirable way for White
to break across Black's wall.

Given the context: What will White want to do next?",find a better way
"Extract the answer to the question from the following context.
Question: What is the name of the person who is being poisoned?
Context: The isolated
White disc at b4 now poisons White's poten-
tial e7 move (c5 and d6 would get flipped),
as well as providing Black with a guaranteed
safe move whenever he needs it.",White
"Finally,
Diagram 60: White to move Black's potential g3 response seems even

stronger here, shifting the pattern more to-

4a ob qd so«6

pm

.

With reference to the above context, What is the name of the diagram?",Diagram 60
"1
.

Q: What is the name of the company?

Referring to the passage above, the correct answer to the given question is",Microsoft
"Given the following context:

1
oe
i 1)
oe

ees

eeeee0@:
eeeeeee,

Tn
ar

eo
O
©
©
®

ees

QOOOOCIOI

C
©

Othello: Brief & Basic
wards a sandwich pattern.

answer the following question:

What is the name of the pattern that is mentioned?",sandwich pattern
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""a boc doef g""",5
"oh

The Edge Double Wall.

Q: What is the name of the double wall?

A:",The Edge
"Question: What is the pattern that contradicts much of the conventional wisdom of Othello?

Context: ""This is a special 1
pattern that seems to contradict much of the
conventional wisdom of Othello.""

Answer:",special 1
"In particu-
lar, one player (called the initiating player)
typically gives up control of the center, go-
ing to the edge early and often.

Q: What is the initiating player?

Referring to the passage above, the correct answer to the given question is",one player
"The result is
frequently a sort of double wall, except one
player (the initiator of the pattern) typically
has his wall along two edges, while the op-
ponent's pieces are all in the interior of the
board (see Diagram 61).

With reference to the above context, Who is usually the initiator of the pattern?",one player
"In such a position, ry
the player with the edge pieces is said to try
to ""creep along the edge"" (i.c. take a series ry  )
of contiguous edge moves while keeping his
opponent off the edges; also see Diagram Diagram 61: Blac
11).

Q: Who is said to be creeping along the edge?

A:",the player with the edge pieces
"I know that the answer to the question ""What is the end result of the initiating player running the opponent out of safe moves?"" is in ""If successful, the initiating player soon
runs the opponent out of safe moves (.e. op-
tions are being limited by the fact that you
can't flip past an edge), and the opponent will
be forced to concede a corner."". Can you tell me what it is?",the opponent will be forced to concede a corner
"Thus, in Dia- 1
gram 61, Black goes to h7, leaving White
with only one safe move at c7.

Q: What is the only safe move that White has?

Referring to the passage above, the correct answer to the given question is",c7
"Black then
continues with c8, and White is forced to
concede a comer (and probably the game).

Q: Who is forced to concede a comer?

Referring to the passage above, the correct answer to the given question is",White
"However, this ""creeping"" strategy carries
extreme risks: if the opponent can hold on,
without running out of options, until the mid-
game (or even later), the initiating player's
long edge walls and lack of central discs will
collapse on him as his opponent's more con-
ventional advantages finally turn the tide.

Q: What is a risk of creeping?

A:",the opponent can hold on
"Question: ""What did Black fail to do?""

Context: ""Thus, in Diagram 62, Black failed in his
edge double wall attempt.""

Answer:",edge double wall
"I can use this background: He must now start
making moves across White's wall, giving Diagram 62: Black to move
White new safe moves, and greatly deterio-
rating Black's position.

Now, I have a new situation: David and James are experts at a board game called Blokish. Yesterday, they played a game together. The game was tied until the very end when David made a mistake and James won. Today, they are playing again and David is determined not to make the same mistake twice.

Answer this question please: Who is making more moves?",David
"Refer to the passage below and answer the following question:

Passage: As alluded to in
Points #14 and #15, the Heath opening (because of its early exit from the sweet six-
teen) is noted for Black initiating an edge double wall.

Question: Who initiates the edge double wall?",Black
"Extract the answer to the question from the following context.
Question: What does the first line of the poem say?
Context: O
ee
oe
OO

©
®
®
©

eo | we
Lee ee

oOo -— mm Oo & HW

to move

=

Oo som th f& WwW hi

Checkerboards.",O
"Question: ""What is the second to last point in the passage?""

Context: ""Though checkerboarding patterns (see Point #13) are most fre-
quently seen in the opening, they may occasionally persist to the midgame.""

Answer:",checkerboarding patterns (see Point #13) are most fre-
"Here, the in-
itiating player is usually the one who attempts to keep the opponent scattered around the
periphery (checkerboarded).

Q: What is the usual goal of the initiating player?

A:",to keep the opponent scattered around the periphery
"Given the following context:

Ironically, in the midgame, it is typically the initiator who
will go on to lose the game.

answer the following question:

In the midgame, who will lose the game?",the initiator
"This is because it is usually too difficult to force the check-
erboarded player into a game-losing move before the initiator's position hopelessly de-
teriorates.

Q: What is the name of the player that has to make a move?

Referring to the passage above, the correct answer to the given question is",initiator
"Question: What is the midgame checkerboard?

Context: ""Thus, the midgame checkerboard is usually reserved for desperate positions,
where all other options seem even worse.""

Answer:","the midgame checkerboard is usually reserved for desperate positions,"
"Given the following context:

In summary, while all these patterns hold true to many of the basic concepts of
Othello strategy discussed previously, the exact subgoals can vary dramatically from
pattern to pattern.

answer the following question:

What are the subgoals?",Othello strategy
"Given the following context:

In addition, within a pattern, the correct subgoal may vary depending
upon whether you are on the offensive (e.g. initiator) or defensive side of the pattern.

answer the following question:

In which side of the pattern does the subgoal vary?",defensive
"Knowing how to handle each type of pattern is critical to successful midgame play.

With reference to the above context, What is critical to successful midgame play?",Knowing how to handle each type of pattern
"Extract the answer to the question from the following context.
Question: What is the book about?
Context: Othello: Brief & Basic 29
Summary & Preview

The previous sections covered material ranging from the most basic principles of con-

trol, mobility, and corner sacrifices — to discussions of tempo and access -- to finally an ex-
amination of strategy specific to the opening and midgame.",Othello
"I have a test where I am given the following article, what is an answer for the question: What is the name of the play that has difficult topics? ?

The next sections now tackle
some of the most difficult topics in all of Othello: endgame and edge play.",Othello
"Given the following context:

These areas,
while building upon the general principles we have already developed, require an under-
standing of some new concepts that are specific to these particular phases of the game.

answer the following question:

What do we need to understand to build upon the principles we've already developed?",some new concepts
"I know that the answer to the question ""What is the narrator going to talk about next?"" is in ""Un-
avoidably, the material to follow tends to be more technical than i most of the previous
sections."". Can you tell me what it is?",more technical
"Given the following passage

""While the level of explanation hopefully remains basic, the principles discussed
are more advanced."",

answer the following question. Note that the answer is present within the text.

Question: What is the opposite of simple?",advanced
"I can use this background: The importance of setting up the diagrams on a board 1s, if possible,
even greater here than in previous parts.

Now, I have a new situation: John is preparing for a big math test. To help him prepare, his father decides to test him with a few problems. John solves the first problem easily, but has difficulty with the second problem. His father then realizes that John is not ready for the test and decides to postpone it for a later date.

Answer this question please: Will the second problem be easier or harder to solve than the first problem?",harder
"Given this review: ""Oo a om Of & Wo bh

30

17.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"I have a new situation: David and Goliath are playing disc flipping. Goliath flips 6 discs, and David flips 4 discs.

But I can use this background: The Endgame: The Final Count

Previous sections have emphasized the principle of evaporation: how the best move
of the game is often the one that flips the least amount of discs (see Points #1-#5 for re-
view).

What is an answer for this question: Who will lose more points, David or Goliath?",Goliath
"I have a game board with the following layout:

But clearly, this has to come to an end at some point - after all the objective of

Othello is to finish the game with the most

fa h amount of discs.

I also have the following pieces of information:

The objective of the game is to finish with the most discs.

Given the paragraph above, please answer correctly the following question:

What is the objective of the game?",to finish with the most discs
"So now, we have arrived at
our discussion of the endgame.

Q: What is the topic of the endgame?

A:",discussion
"Clearly, with
OW only a few moves left, now is the time to go
for broke and flip as many discs as you can,

 S right?

Q: What do you do if you have few moves left?

A:",go for broke
"Well, it's almost right.

With reference to the above context, What is almost right?",it
"The idea is not
necessarily to flip the most amount of discs
on each turn, but to flip the most amount of
discs relative to your opponent.

With reference to the above context, What is the goal of the game?",to flip the most amount of discs relative to your opponent
"Given the background: The differ-
ence can be seen in Diagram 63.

and the situation: Bob is a biologist. He found two specimens of a certain insect. Specimen A is older, and specimen B is younger. He needs to identify the differences between the specimens.

Answer the following question: Would specimen A have more or less spikes on its body than specimen B?",less
"Extract the answer to the question from the following context.
Question: What is the move?
Context: Here it is
Black to play at move 59.",59
"Question: What is the difference between the two moves?

Context: ""The move to the
h1 corner flips 8 discs while the alternative
move to h2 only flips 2 discs.""

Answer:",h1 corner flips 8 discs while the alternative move to h2 only flips 2 discs
"Question: ""What is the outcome of Black's move?""

Context: ""But even at
this late stage of the game, assuming that
this makes hl the better move for Black

eco) oe
OOOO ee Nine uke meet mn Ar

Diagram 63: Black to move ter hl, White goes to h2, flipping 10 discs
and winning the game 33-31.""

Answer:",winning the game
"Given the following context:

If Black had
gone to h2 mstead of hl, White then takes

h1, flipping only 1 disc, and Black wins 34-30.

answer the following question:

Who flipped more discs?",Black
"I know that the answer to the question ""What is the goal?"" is in ""Clearly what is needed is an ability to

count the position: determine the net gain or loss of discs for all the remaining possible
sequence of moves."". Can you tell me what it is?",count the position
"I read this background article the other day: There are many possible ways to count discs, and even the experts disagree as to the
best way.

I am facing a new situation today: Mark works at a local record store. He has to count the number of CDs and DVDs in the store's inventory. He counts the CDs and finds that there are 120 CDs. He then counts the DVDs and finds there are 65 DVDs.

Using the knowledge I acquired from the background article, how should I answer correctly the following question regarding my new situation: Will the number of CDs or DVDs be lower?",DVDs
"I have a new situation: John is competing against the computer in a strategy game. He is trying to figure out the best move. John calls up his friend Keith who is an expert in this game. Keith tells him one method of counting that could help him make the best move.

But I can use this background: Here, I will present one method of counting that could have guided you to the
best move in Diagram 63.

What is an answer for this question: Who would benefit from the counting method?",John
"Consider first the hl move: Black flips eight discs (+8) and in
addition places down 1 new disc (+1) for a gain of +9 (1.e. 8 +1).

With reference to the above context, What is the move called that flips eight discs and places down one?",hl move
"White continues by
flipping 10 black discs back to white for a loss (for Black) of —10.

Q: What color discs did White flip?

A:",black
"The result is (+9) + GC
10) = -1, or a net loss of 1 disc for Black.

Q: What is the result of the game?

A:",(-9) + GC
"I can use this background: Compare this to the result if Black takes h2
first: Now Black flips 2 discs plus adds a new disc to the board (+3), while White flips
only 1 black disc when he goes to h1 (-1) for a net result of (+3) + 1) = +2.

Now, I have a new situation: Tom and John are playing a game of discs. Tom makes his move and flips 2 discs plus adds a new disc to the board. John makes his move and flips only 1 black disc.

Answer this question please: Who will have a lower score at the end of the game?",John
"Since +2 is
a better final result than —1, then h2 is a better move for Black than h1.

David is a chess player. Last night, he was playing chess with his friend John. David moved his piece from h1 to h2. John moved his piece from g1 to g2. Whose move was better, David or John?",David
"Clearly, with more moves remaining (and with more choices at each move and discs
possibly getting flipped back and forth several times before the game is over), determin-
ing the best move by counting can be extremely difficult, if not impossible.

John and Keith are playing a game of Mastermind. After several moves each, it becomes apparent that John is winning. The game is almost over, and both players have only one move left. John makes his move, and Keith realizes that he has lost.

Who made the better move?",John
"I have a test where I am given the following article, what is an answer for the question: What is the name of the game that makes the endgame such a humbling experience? ?

This 1s what
makes the endgame such a humbling experience for human Othello players.",Othello
"Extract the answer to the question from the following context.
Question: What is the first word in the paragraph?
Context: Computers
are typically capable of taking a position anywhere from up to 16 moves from the end

e
®e
O

Cle
ClO
60

O}
OJ
C]

eVlee@Ve”|

OO
Oe
.",Computers
"12
IO
ClO
Ce
oe

eeeeeooe:-
QO@CO@ eC!

With reference to the above context, What is the symbol for chlorine?",ClO
"I have a new situation: Two friends played Othello for the first time. John played black pieces and Mike played the red pieces. Mike won the game.

But I can use this background: Othello: Brief & Basic
of the game, analyzing all possible permutations in a relatively brief amount of time, de-
termining all final disc counts, and picking the move that guarantees the highest possi-
ble disc count against best possible play (.e.

What is an answer for this question: Who analyzed all possible permutations in a relatively brief amount of time?",Mike
"Extract the answer to the following question from the movie plot. If the question isn't answerable, please output ""Can't answer"".
Question: What is the name of the young woman?
Title: The Perfect Game
Movie plot: the perfect play sequence).",Can't answer
"Question: What is the computer no longer using?

Context: Essentially,
the computer is no longer using any of the heuristic strategies 1t must employ earlier in
the game.

Answer:",heuristic strategies
"Extract the answer to the question from the following context.
Question: What does the final disc count determine?
Context: It simply uses the final disc count to determine its best move.",its best move
"If humans could
do this as well (in the time constraints of a tournament and without being permitted to
write down anything!)

Q: What is the time constraint for a tournament?

Referring to the passage above, the correct answer to the given question is",without being permitted to write down anything!
"then this would be the recommended strategy for human players.

With reference to the above context, Who is the recommended strategy for?",human players
"But humans can rarely count out a game with more than 5 moves left, and even then the
count is usually incomplete, limited only to those sequences the player thinks are most
likely to occur.

With reference to the above context, What can humans rarely count out a game with?",more than 5 moves left
"So, we humans have to rely on strategic generalizations to help us
through most of the endgame (see also Point #18).

With reference to the above context, What do humans have to rely on to help us through most of the endgame?",strategic generalizations
"But, whenever feasible, counting
should be attempted.

Q: What should be attempted whenever feasible?

A:",counting
"Extract the answer to the question from the following context.
Question: What is the best move?
Context: For example, in Diagram 64, though there are just three moves left, only careful
counting is likely to reveal the best move.",careful counting
"The current score is Black(35)—White(26).

John is a professional golfer. Yesterday, he was playing golf with his fellow golfer Keith. After a few holes, Keith got angry and left the field. As a result, the game was over. The current score was Black(35)—White(26).

Who would get more points in the game, John or Keith?",John
"I have a new situation: White and Black are playing a game of checkers. Black just made his move, and now it's White's turn. White can choose from three different squares to make his next move.

But I can use this background: White can choose from any of the three remaining squares for his next move.

What is an answer for this question: Which player has the most options for their next move?",White
"I know that the answer to the question ""What is the first thing you need to do?"" is in ""Taking
the hl corner immediately may initially seem attractive."". Can you tell me what it is?",Taking
"Indeed, if Black follows with
h2, White goes to g1 and wins 34-30 (e.g. +3-3+8 = +8).

Q: What happens when Black follows with h2?

A:",White goes to g1 and wins 34-30
"But h2 is not Black's best re-
sponse and White should not count on Black going there.

Q: What should White not count on?

A:",Black going there
"I can use this background: If Black goes to g1 instead,
White finishes with h2 and loses 31-33 (+3-—
5+7 = +5).

Now, I have a new situation: Bob and Andy are playing a game of checkers. Bob is white and Andy is black. The game is almost over and they are both very close to the end.

Answer this question please: Who is closer to winning?",Bob
"If White chooses h2 initially,
Black must pass.

Q: What must black do if white chooses h2?

Referring to the passage above, the correct answer to the given question is",pass
"Given the following context:

White's best continuation
turns out to be g1(!), but after Black finishes
with h1, it still only nets White a tie (+6+7-7
= +6).

Answer the following question:

What is the result of White's best continuation?",a tie
"Given the following context:

Only an initial move to g1 guarantees
a win for White.

answer the following question:

What does the move to g1 guarantee?",a win for White
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person whose best response is h1? ?

Black's best response is h1,
leaving h2 for White and a 33-31 win (+7—
7",Black
"+7 = +7).

With reference to the above context, What is the sum of 7 and 7?",14
"In this case, where strategic gen-
eralizations offered little help, correct count-
ing was critical: it meant the difference be-
tween victory and defeat.

Q: What was critical to the outcome of the battle?

Referring to the passage above, the correct answer to the given question is",correct count-
"Of course, in many endgame positions,
especially by the time you get to the last 3
moves, your best move (or at least a sure
winning move) will be self-evident.

Q: What is the last move in a game called?

A:",endgame
"I know that the answer to the question ""What is the main point of the passage?"" is in ""Count-
ing is not absolutely necessary in these cas-
es."". Can you tell me what it is?",Count-
"Similarly, some possible sequences are
so obviously foolish that we usually need
not consider (or count) them.

Q: What do we not need to do with these sequences?

Referring to the passage above, the correct answer to the given question is",count
"Still, in close
games when the best move is not obvious, or
anytime when you need to be certain of the
final result, there is no substitute for an accu-
rate count.

Q: What is the best way to make sure of the final result in close games?

A:",an accu-
"Sometimes, even an approximate count
can indicate the correct choice of moves.

Q: What can an approximate count indicate?

Referring to the passage above, the correct answer to the given question is",the correct choice of moves
"For
example, in Diagram 65, Black's two choic-
es seen approximately equal at first glance.

With reference to the above context, Who's two choices are seen approximately equal?",Black's
"In both cases, Black flips just one disc (b2)
and White's final move flips 5 edge discs.

White and Black are playing a game of disc flipping. Black makes his move and flips one disc. White then makes his move and flips five discs. Black then makes his final move and flips one disc.

Who flipped less discs in their final move?",Black
"Therefore, determining the better move will
depend entirely on the number of interior
discs White flips.

David is the current world champion of Backgammon. He is playing against a very tough opponent, and the game is going down to the wire. David is thinking hard about his next move when he realizes that he has 6 interior discs that are white.

Given the information above, how many interior discs does David have?",6
"Given the following context:

If Black takes b1, then
White-a2 flips only 3 interior discs (b2, b3,
and c2).

answer the following question:

What is the position of the disc that flips only 3 interior discs?",a2
"Given the following context:

If Black instead takes a2, White-b1
flips more than 3 interior discs (6 discs to be
precise: b2, b3, c2, d3, e4, and f5).

Answer the following question:

What is the value of the disc that is flipped after the 3rd interior disc?",b2
"I have a test where I am given the following article, what is an answer for the question: What is the first diagram number? ?

Thus,
even without an exact count, it becomes

Oo som th & Wo hi

oOo a mm Om & WH

Diagram 65: Black to mow

1m

Othello: Brief & Basic 31
cod ef q

eeoee
eee
OOO
QO@O
QO@O
eeeee
eeeee
QOOOOO

Diagram 66: Black to move

oOo -— om UW & fH hh

cr 39)
eee
jeeeorno
leeneee
eo ee
i esese
jeooeee

Diagram 67

6 el 1S

©
©
®@
a

fm
ar

SPO @OOIO|
“100 O00”:

e

O
OOO OOOO
2@CIOOOOOIC

oc

o
oo

=

32

clear that b1 is Black's better move.",65
"In fact,
after b1, Black wins 33-31, while after a2,
Black loses 30-34.

Interior Sweeps.

Q: After b1, what does Black win?

Referring to the passage above, the correct answer to the given question is",33-31
"Another endgame tech-
nique, closely related to counting, often oc-
curs after one player has already clearly won
the game.

With reference to the above context, What is the endgame technique closely related to?",counting
"I know that the answer to the question ""What is the main point of the article?"" is in ""It is now mostly a case of how to
maximize the final disc count."". Can you tell me what it is?",how to maximize the final disc count
"Given the following context:

If there are
too many moves remaining for a thorough
count, players may still take advantage of
opportunities for ""interior sweeps.""

Answer the following question:

If there are too many moves remaining, what do players do?",interior sweeps
"I have a new situation: John is a doctor at the city hospital. Today, he is seeing three patients, patient A, patient B, and patient C. Patient A has a simple disease. Patient B has a very rare disease. Patient C has a disease that doctors rarely see.

But I can use this background: While
complete coverage of the details of this tech-
nique are beyond the scope of this Hand-
book, we will show three (hopefully instruc-
tive) examples of the basic principle.

What is an answer for this question: Would patient B's disease be more or less common than patient C's disease?",more
"In
Diagram 66, with correct play, Black can
systematically sweep White off the board
and achieve a 64-0 victory.

With reference to the above context, What is the maximum score in Go?",64
"Black's goals are
twofold: develop solid ""masses"" of stable
discs while continuing to minimize White's
options.

Q: What is Black trying to minimize?

Referring to the passage above, the correct answer to the given question is",White's options
"Given the following context:

Black's initial move should be to d2;
White is then forced to respond with b1, and
play continues with: a1, pass; c2, c3; b3, b2;
a2, a3; c4, b4; a4, pass; c5, b5; a5, pass; b6,
pass; b7, a6; a7, pass; a8.

answer the following question:

What is the name of the person who is forced to respond with b1?",White
"Extract the answer to the question from the following context.
Question: How is the sequence accomplished?
Context: Play out this se-
quence yourself, and note especially how the
exact sequence of the first few moves is criti-
cal to accomplish the necessary move limita-
tion.",limitation
"I can use this background: For example, playing a8, instead of d2,
for the first move will result in later moves
flipping unwanted discs, opening up new
choices for White and preventing the ""wipe-
out.

Now, I have a new situation: Bob and Andy are playing a game of checkers. Bob makes his move by playing a8, and Andy responds by playing d2. After thinking about it, Bob realizes that playing a8 was a mistake, and he should have played d2 instead.

Answer this question please: Who will have more choices in the game?",Andy
"""

Not all interior sweeps lead to ""wipe-out""
victories.

With reference to the above context, What does the phrase ""wipe-out"" victories mean?","Not all interior sweeps lead to ""wipe-out"""
"I know that the answer to the question ""What is the main point of the passage?"" is in ""In some cases, an effective interior
sweep can even be accomplished by sacrific-
ing a corner (and perhaps an adjacent edge
as well)."". Can you tell me what it is?","sacrific-
ing a corner (and perhaps an adjacent edge"
"Question: What is the subject of the text?

Context: ""In fact, in these next two examples,
Black sacrifices a corner in preference to
taking it!""

Answer:","In fact, in these next two examples,"
"I know that the answer to the question ""What is the contrast to the brute force approach?"" is in ""These sequences reveal a elegance
in strategy that contrasts to the often effec-
tive but ""brute force"" approach of taking the
comer."". Can you tell me what it is?",elegance
"Thus, in Diagram 67, note how
Black's moves 39 and 41 cleared White al-
most entirely out of the western half of the
board, creating a mass of stable discs in that
area that virtually assured victory, despite
the sacrifice of the h8 comer.

Q: What did Black's moves 39 and 41 create?

A:",a mass of stable discs
"I know that the answer to the question ""Who makes a move at 47?"" is in ""Finally, in Dia-
gram 68, we see an elegant example of an in-
terior sweep that begins with Black passing
up the opportunity to take the h8 corner and
instead conceding it to White at move 47."". Can you tell me what it is?",White
"By
move 50, we can begin to see the beauty of
this move, as Black sweeps from west to east
across the board.

Q: What color is the player who moves 50?

A:",Black
"Extract the answer to the question from the following context.
Question: What is the first letter of the first move in the final sequence of the game?
Context: The final sequence of this

Othello: Brief & Basic
game was: g6, 25; h5, h4; 94, 93; h3, h2; hl,
pass; g2.",g
"Extract the answer to the question from the following context.
Question: What does White do?
Context: White gets the entire East edge
from h2 to h8, but still loses 51-13.",gets the entire East edge
"Though
these interior sweeps are not typically ac-
companied by complete counting of the po-
sition, limited counting is required to see
when a sacrifice of a corner is to be preferred
and/or how best to approach the disc maxim-
ization attempt.

Q: What is the purpose of the limited counting?

A:",to see when a sacrifice of a corner is to be preferred
"h

18.

Q: What is the name of the first movie released by Disney in 1937?

A:",Snow White
"I have a test where I am given the following article, what is an answer for the question: What is the name of the book that is mentioned in the first paragraph? ?

The Endgame: Counting on
More than Just Counting

CO @O)",Counting on
"For most of the endgame (which techni- rites

©
@
©
©
@
©
©
@

©
©
e
Ld
©
©
©

OOO COO

cally includes the last 20 or so moves of the
game) counting alone will not be feasible (at eeee
least not for humans).

Q: What kind of game is this?

A:",chess
"I know that the answer to the question ""What is the name of the game?"" is in ""At these times, the Diagram 69: Black to move

major strategies and tactics developed for
other parts of the game can often be applied
here as well."". Can you tell me what it is?",Diagram 69
"I know that the answer to the question ""Which of the following is not a type of move: free, odd-numbered, or lack of access?"" is in ""For example, the previously de-
veloped ideas of going to odd-numbered re-
gions of the board, delaying the taking of
free moves, and taking advantage of an op-
ponent's lack of access to a square (see
Points #9-#11), are all evident in Diagram
69."". Can you tell me what it is?",lack of access
"Thus, to a novice player, it may seem
like b1 is Black's best move, setting up to
take the h1 corner.

Q: What is Black setting up to do?

A:",take the h1 corner
"In actuality, it is a losing
move if White follows with g2.

Q: What does White follow with?

A:",g2
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person who sacrifices the h1 corner? ?

Black's best
move is g2 (going into the odd-numbered re-
gion, even though it sacrifices the h1 corner

o

eeoeeeOe

eoeoo
eeeo0
eoee”)",Black
"©
®

eee o@-
0000 e-

to White).

Q: Who is the letter addressed to?

Referring to the passage above, the correct answer to the given question is",White
"Given the following context:

Black can afford to delay going to
b1 because White has no access to it.

Answer the following question:

What does Black need to do before this?",move their pieces
"The re-
sultis that Black will now (with proper play)
get the last move in each remaining unfilled

regions and win the game.

Q: What will happen if Black plays properly?

A:",get the last move in each remaining unfilled
"Diagram 70: White to move
There are also some tactics to be consid-

oO a mh OF fF

With reference to the above context, Who is to move in Diagram 70?",White
"Extract the answer to the question from the following context.
Question: What is the first word in the text?
Context: W he =

ered that are relatively specific to the end-
game.",W
"I know that the answer to the question ""What is the opposite of feeding your opponent?"" is in ""Probably the most important of these
is ""feeding your opponent."""". Can you tell me what it is?",starving your opponent
"Refer to the passage below and answer the following question:

Passage: The idea is il-
lustrated in Diagram 70.

Question: What is the number of the diagram?",70
"Extract the answer to the question from the following context.
Question: What is the first step of the game?
Context: Here, White would
like to get the last move in the a8 corner re-
gion.",White would like to get the last move
"Going to f8 doesn't work since Black is
then left with no moves and must pass.

Q: What happens to Black at f8?

Referring to the passage above, the correct answer to the given question is",left with no moves and must pass
"I know that the answer to the question ""What is the first step in the process?"" is in ""White must then initiate an unfavorable ex-
change of moves in the even-numbered a8
region."". Can you tell me what it is?",initiate an unfavorable ex-change of moves
"I have a test where I am given the following article, what is an answer for the question: What is the last move the narrator talks about? ?

Going directly into the a8 region and
saving the f8 move for last doesn't really
change the result.",saving the f8 move
"I have a new situation: David is a chess master. Yesterday, he was playing chess with his ten-year-old son, John. John was learning the basics of chess. David won the game.

But I can use this background: The correct sequence is
for White to begin with a7.

What is an answer for this question: Who would most likely begin the game with a7, David or John?",David
"Given the following context:

Now, whatever
Black's response, White continues with f8.

Answer the following question:

Who has the next move?",White
"Black now is forced to take a move in the a8
region, giving White a great final move
there.

Q: What did Black's move give White?

A:",a great final move
"The idea was to ""feed"" Black a self-
destructive move in the a8 region prior to
taking f8.

With reference to the above context, What was the idea?","to ""feed"" Black a self-destructive move"
"Given the following context:

A similar idea is seen in Diagram

e000 ~
Jes)
eo (ee
eee
oe J
COO
es
eee

1: White to move

®

answer the following question:

What is the first move the white player should make?",e000
"Given the following context:

©
©
©
©
©
O
O

eeo0e 00:
elves .

answer the following question:

What is the name of the entity that has a copyright symbol?",elves
"Given the following context:

60600060 -

Oo a mh

answer the following question:

What is the first number in the sequence?",60600060
"Oh & WH hm

=

Diagram

Othello: Brief & Basic 33
1
2

3

4

7

3

Oo a om Of & Wh =

34

eee
@OOCe®e
OOOO
OOOO
OO l0e@
| OOOS8C eS
@

Q: What is the name of the play?

Referring to the passage above, the correct answer to the given question is",Othello
"Oovee
QOOWICIO

Diagram 72: Black to move

Ot 1S

.

With reference to the above context, Who is black to move?",Oovee
"I have a test where I am given the following article, what is an answer for the question: What is the name of the player who is playing the game that is played on a board with 64 squares? ?

OO Kt Sh
eOvUCC eee

®
©
O
O
O
®
O
©

3: White to move

oo
o
ae
5
o
—!",White
"-J

71, even though the remaining region is an
odd-numbered one.

With reference to the above context, What is the remaining region numbered?",odd-numbered
"Here it would be a mis-
take to take h8 initially, since Black is left
with no moves, forcing White to go again
and giving Black the crucial last move.

Q: What color is the player who moves first?

Referring to the passage above, the correct answer to the given question is",White
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the best move to make?
Movie title: A Knight's Tale
Movie plot: Far
better is to go to h7 initially, feeding Black
the g7 move.",Go to h7
"I am trying to decide whether it's worth it to invest in the following stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Stock price: Now White finishes the game
with h8 and wins!

Question: What does the narrator do at the end of the game?",finishes the game
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the best advice for the end game?
Movie title: The Hunger Games
Movie plot: Probably the best overall advice for end-
game play is ""expect the unexpected.""",expect the unexpected
"I know that the answer to the question ""What is the subject of the text?"" is in ""Even
experts are frequently frustrated as they
watch ""sure winning positions"" disappear
due to some unforeseen lack of access or
similar problem."". Can you tell me what it is?",experts are frequently frustrated as they
